source page,source page title,field-0,field-2,field-3,text
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",Bhiyaji,schedule10:23 AM Dec 27th,schedule,RIL is going to cross all time high this time...!!!
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",INTRADAYKID,schedule8:02 AM Dec 27th,schedule,2620 reliance boom boom boom
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:07 PM Dec 26th,schedule,"the nifty put call ratio (pcr), which indicates the mood of the equity market, climbed further to 1.23 on december 26, from 1.18 levels in the previous session. the above 1 pcr indicates that the traders are buying more puts options than calls, which generally indicates an increase in bearish sentiment."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule5:44 PM Dec 26th,schedule,"nifty may hit fresh record high if decisively surpasses 21,500"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule5:44 PM Dec 26th,schedule,"nifty may remain rangebound until trades below 21,600, india vix at 9-month high"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",hitt19targets,schedule5:09 PM Dec 26th,schedule,once tomorrow take attempt to cross 2600
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",NKS-MNGLR,schedule12:57 PM Dec 26th,schedule,Relaince still underperforming the market. A mighty is still struggling to make new highs. So sad of this stock. Market moved several thousands point this stock is still at same level. Struggling to come out of box for upside.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:35 AM Dec 26th,schedule,Reliance Ind: and Walt Disney sign non-binding term sheet to merge Indian media ops
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",pareek11387,schedule10:21 AM Dec 26th,schedule,Reliance Target 2580 and 2620 till Intact
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",jrt007,schedule10:05 AM Dec 26th,schedule,what is December expiry target for reliance????
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",Mahi_trading106,schedule42 mins  38 secs ago,schedule,DAILY LEVELS WITH THE HIGHEST ACCURACY IN ALL SEGMENTS MORE INFORMATION PINGG ON WHTSZAP EiGHT 44549 TW0 056..
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",ksksl,schedule44 mins  22 secs ago,schedule,#Reliance Industries Ltd Chairman #MukeshAmbani expressed confidence in the company s future and asserted the group s potential to rank among the world s top 10 business conglomerates
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",worldinvestor,schedule8 hours  4 mins ago,schedule,Reliance and HDFC Bank will lead the next leg of the rally to Nifty 24000 so buy Reliance for a target of Rs.3300 and HDFC Bank for a target of Rs.2300 as earnings growth visibility is robust.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",mxlq,schedule5 hours  47 mins ago,schedule,Sell in CASH or FUTURE market.  - My target for Reliance is Rs 2500 for the intraday with a stoploss of Rs 2640
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule9 hours  1 min ago,schedule,"Institutional investors pumped in record $11 billion in equities in December India%u2019s equity markets saw a record flow from institutional investors in December. Foreign portfolio investors and domestic funds together invested Rs 90,029 crore ($11 billion) in equities during the month compared with Rs 27,025 crore in November. Investments in December was five times the monthly average of Rs 17,421 crore in the past two years. Why it%u2019s important: The massive inflows resulted in a sharp and sustained rally that saw benchmark indices breach record highs in December. Whether the institutional investors continue to pour in money remains to be seen."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule9:42 AM Dec 26th,schedule,"Despite a positive undertone, the market appears to be in a corridor of uncertainty, and trading within the mentioned broad range is expected in the truncated week ahead of the next calendar year."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",findy,schedule9:32 PM Dec 25th,schedule,it will cross 2600 and may reach 2700
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",hitt19targets,schedule8:22 PM Dec 25th,schedule,what could be tomorrow opening reliance industries.2600 cross or not??
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",nicknamechanged040,schedule6:56 PM Dec 25th,schedule,every one expected huge premium ahead of the news. but expiry week due. lets see
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule6:48 PM Dec 25th,schedule,"the nifty put call ratio (pcr), which indicates the mood of the equity market, climbed to 1.18 on december 22, from 1.11 levels in the previous session. the above 1 pcr indicates that the traders are buying more puts options than calls, which generally indicates an increase in bearish sentiment."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule6:08 PM Dec 25th,schedule,"the board is expected to include an equal number of directors from reliance and disney, with at least two representatives each, the newspaper said. they are also in consideration of having at least two independent directors, but this might change in the coming weeks, the report said."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule6:06 PM Dec 25th,schedule,"reliance runs many tv channels and the jiocinema streaming app through its media and entertainment unit viacom18. ambani has been locked in a fierce battle with disney, offering free streaming of the indian premier league cricket tournament, whose digital rights were once with disney in india."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule6:04 PM Dec 25th,schedule,reuters reported two weeks ago that company executives were meeting in london to discuss the next stage of the media merger.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule6:03 PM Dec 25th,schedule,"the deal is likely to be completed by february, with reliance aiming to finish the process by the end of january, subject to regulatory approvals, it said."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule6:02 PM Dec 25th,schedule,"disney, reliance sign non-binding agreement for india media operations merger: reuters"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",lucky2021,schedule5:32 PM Dec 25th,schedule,typo error please consider and buy jan-24 series ce 2600 at 60 for target of 100...
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",lucky2021,schedule5:29 PM Dec 25th,schedule,market sentiment based on news...buy ril jan-24 ce 1600 at 60 target 100...
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",totalview,schedule3:33 PM Dec 25th,schedule,2630 is on the cards this week itself.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",techguruji,schedule1:57 PM Dec 25th,schedule,reliance 2-3% upmove can give tomorrow
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",mahi_future9257,schedule1:26 PM Dec 25th,schedule,good mornig tradersx now trade with themost accuratte Cals Daily Basis STAY TUNE WITH THIS OR MORE INFORMATION PINGG ON WHTSZAP EiGHT 44549 TW0 056..
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",chandramom,schedule1:23 PM Dec 25th,schedule,Reliance Disney merger is sentiment booster.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:53 AM Dec 25th,schedule,"The prevailing sentiment in the market is optimistic and clear-cut panic selling last week was succeeded by a recovery phase, instilling confidence in investors and traders"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:53 AM Dec 25th,schedule,"The historical data from TimeMap indicates a preference for bullish trends, and the uptrend could persist until the end of December"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:51 AM Dec 25th,schedule,Stockology: Will markets see trend-reversal in last trading week of the year?
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:51 AM Dec 25th,schedule,"Stockology is a weekly column by futurologist Mahesh Gowande. He is the founder and director of Ayan Analytics which has developed ZodiacAnalyst. It is a research software, with time and price charting tools, and it is exclusively used along with technical support."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:48 AM Dec 25th,schedule,"In the ranking of top 10 firms, Reliance Industries retained the title of the most valued company followed by TCS, HDFC Bank, ICICI Bank, Infosys, Hindustan Unilever, State Bank of India, ITC, Airtel and Life Insurance Corporation of India."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:39 AM Dec 25th,schedule,"The market valuation of Reliance Industries jumped Rs 47,021.59 crore to Rs 17,35,194.85 crore."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:39 AM Dec 25th,schedule,"From the top 10 pack, Reliance Industries, HDFC Bank and Hindustan Unilever were the gainers, while Tata Consultancy Services (TCS), ICICI Bank, Infosys, State Bank of India, ITC, Bharti Airtel and Life Insurance Corporation of India (LIC) faced erosion to the tune of Rs 68,783.2 crore."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:38 AM Dec 25th,schedule,"Despite uncertain market conditions, the aggregate market worth of three of the top ten corporations increased by Rs 70,312.7 crore last week, with Reliance Industries emerging as the biggest gainer."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:38 AM Dec 25th,schedule,"Mcap of three of 10 most valued firms jump Rs 70,312.7 cr Reliance biggest winner"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:27 AM Dec 25th,schedule,"Nifty might rise as much as 17 percent in 2024 after 18 percent rally this year Irrespective of the outcome of 2024 Lok Sabha elections, brokerages expect the 50-share Nifty to reach the range of 23,000-24,000 points by the end of 2024. Geopolitical tensions, inflation and policy rate trajectory are unlikely affect its rising trend. Analysts foresee the benchmark yielding about 17 percent returns in 2024. It has posted an 18 percent increase so far this year. Why it%u2019s important: India%u2019s benchmark gauges have typically performed well in election years despite spikes in volatility. The coming year is unlikely to be an exception."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:22 AM Dec 25th,schedule,Reliance Industries and Disney sign non-binding agreement for mega merger Reliance Industries and Walt Disney Company have signed a non-binding term sheet in London to move ahead with plans to create India%u2019s largest media and entertainment business. The 51:49 stock-and-cash merger in favor of Reliance is expected to be finalized by completing commercial ratifications and regulatory approvals by February. Why it%u2019s important: The development comes at a time when a mega merger between Sony and Zee is dragging on for two years. There is a consolidation trend in India%u2019s media and entertainment industry.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:13 AM Dec 25th,schedule,Monthly FandO expiry week can be a trend setter for January
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:12 AM Dec 25th,schedule,"One should keep a note of FII%u2019s long short ratio in index futures is around 66 percent (till Thursday). Once this ratio crosses the 70 percent mark, markets might start preparing for a temporary short-term top formation."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",nicknamechanged02017,schedule6:57 AM Dec 25th,schedule,"FII are in celebration mood till new year. So volume doubt. FII turned to net sellers. Red sea crisis, COVID cases pressure and infy lose deal etc ., all will drive our market tomorrow and day after."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule9:45 AM Dec 24th,schedule,With India VIX crossing and sustaining above 13.5-14 levels after 8 months signalling a shift in volatility regime for next few months. Buying the dips gradually is suggested with reduction of over leveraged positions said SBI Securities.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule9:44 AM Dec 24th,schedule,"India VIX, which is referred to as the fear gauge, is holding above 13.5 levels, indicating an upcoming rise in volatility, said analysts. Low volumes in holiday-shortened weeks can also result in high volatility."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule9:43 AM Dec 24th,schedule,Market may consolidate next week until surpasses previous record high
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule9:41 AM Dec 24th,schedule,Experts expect the market to remain rangebound in the last week of the year 2023.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule9:41 AM Dec 24th,schedule,"Dalal Street Week Ahead: Red Sea crisis, oil prices, COVID-19 cases among factors to watch"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",nicknamechanged02017,schedule8:44 AM Dec 24th,schedule,Strategy following sell on positive news buy on negative news.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",nicknamechanged02017,schedule8:07 AM Dec 24th,schedule,Max negative Israel gasa conflict red sea and COVID pressure. So crude swinging. Nuy on negative news sell on positive news. Maximum this strategy following all time in every expiry week.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",nicknamechanged02017,schedule4:38 AM Dec 24th,schedule,"RIL and HDFC Bank weight 25% in nifty. But hdfc bank not return in last 3 years. RIL also. Other nifty largecap given return 70-80% in last 3 years like tatamotors, some PSU banks etc, . FD interest given return also huge in last 3 years if money put in bank FD instead of hdfc bank or RIL."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule5:34 PM Dec 23rd,schedule,"NIFTY concluded a seven-week winning streak with a 0.53% loss, closing below 21,350. However, the setback is not significant, with support around 21,000-20,950, marked by a bullish gap."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",Giftedwizard,schedule12:01 PM Dec 23rd,schedule,"Reliance is really at great valuation , good entry level for long term Great rally awaited in comming months "
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",worldinvestor,schedule1:12 PM Dec 22nd,schedule,Reliance and HDFC Bank will lead the next leg of the rally to Nifty 24000 hence buy both Reliance and HDFC Bank. The target of Reliance is Rs.3300 and that of HDFC Bank is Rs.2300.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",worldinvestor,schedule1:28 PM Dec 22nd,schedule,Reliance has corrected from Rs.2856 levels for no logical reason and will bounce back to Rs.2856 and then head to Rs.3000. Buy Reliance for a target of Rs.3300 as all the three verticals are doing extremely well and earnings growth visibility is robust.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",brijvarma,schedule1:13 PM Dec 22nd,schedule,Are bia wo Retail aur Telecom alag alag karne ki baat chal rahi thi uska kya hua Mukesh Bhia aur wo New Energy ka bhi kam se kam company to alag kar do to kuch investors ka bhi bhala ho jayeag dekho Adani Green kaha jaa raha hai Dmart kaha jaa aha hai aur hum invest kar ke wahi ke wahi baithe hai 
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",ramila,schedule4:36 AM Dec 23rd,schedule,Retail traders Max reduced. Because nifty too heated. Nifty 5% down will be a good for long term. Every January 1sr week big fall. So retail people mostly fear to play. Show
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",Rajsrtv679,schedule1:37 PM Dec 22nd,schedule,Huge spike in corona cases sell on rise nifty will blood bath
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",NKS-MNGLR,schedule1:19 PM Dec 22nd,schedule,Being big weightage on index is big curse for the stock to give better valuaton for investors. The level refrred by you might be acheived in year 2100. HDFC Bank might do but Reliance impossible to cross 2700 it self
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",worldinvestor,schedule1:11 PM Dec 22nd,schedule,Buy Reliance as FII and HNI investors are buying Reliance as earnings growth visibility is robust and after Jio Financials Services got listed investors are waiting for Jio Telecom to get listed and the target of Rs.3300 holds for Reliance.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",NKS-MNGLR,schedule1:11 PM Dec 22nd,schedule,Today its move did not felt any weightage on index. Looks like it has lost weightage in Nifty Index. no Volume no effect ha ha. 
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",mjaiswal304,schedule1:05 PM Dec 22nd,schedule,"apan reliance hdfc bank tcs bahut achha hai intraday trading k liye coforge me to bahut volatility hai niche aane ka naam hi nahi ya nifty future 1 lot bhi achha hai intraday stbt or btst k liye, coforge future 1 lot mehanga bhi aa raha hai"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",pareek11387,schedule1:04 PM Dec 22nd,schedule,first target done 2580 now ready for 2620.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",NKS-MNGLR,schedule12:30 PM Dec 22nd,schedule,Market bigadke sub ko niche lake abhi uper janese jya fayda. 
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",NKS-MNGLR,schedule12:27 PM Dec 22nd,schedule,Never imagined RIl can ditch investors so badly. Even Voda Idea has given fantastic returns to investors recently. Poor stock. Never behaves positively. Bad luck
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",anil_73,schedule12:01 PM Dec 22nd,schedule,can add above 2575. 15 min candle closing
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",anil_73,schedule12:00 PM Dec 22nd,schedule,"can add only above closing above 15 min candle, can move it to 2567, 2580"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",worldinvestor,schedule9:56 AM Dec 22nd,schedule,Buy Reliance as it will cross Rs.2856 soon from where it corrected and then head to Rs.3000. The target of Rs.3300 holds for Reliance.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",Harsh4583,schedule10:50 AM Dec 22nd,schedule,buy reliance for 2585 to 2595✌️
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule10:32 AM Dec 22nd,schedule,"India%u2019s benchmark gauges recover on buying by domestic institutions Equity indices rose half a percent, lifted by short covering and purchases by domestic institutions, a day after a sharp single day decline due to profit taking. The Nifty and Sensex rose 0.5 percent each to close at 21,255.05 and 70,865.10 points, respectively, as local institutions bought shares worth a provisional Rs 1,464.70 and bears trimmed short bets in Nifty futures. These supported the rally despite foreign investors selling shares worth a provisional Rs 1,636.19 crore. Why it%u2019s important: Market direction is now uncertain. There could be some consolidation before equities resume their upward march."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",NKS-MNGLR,schedule10:31 AM Dec 22nd,schedule,That is why it is tragedy stock. It is sacrificed for other stocks up side move.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",BangJackpot,schedule10:13 AM Dec 22nd,schedule,"Positive Vibes See in Reliance Industries, RattanIndia Power,  SBFC Finance, Future Consumer."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",callputmaster,schedule10:06 AM Dec 22nd,schedule,"When other heavyweights outperform, Reliance underperforms. This is a major rule of our markets"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",Mahi_trading106,schedule42 mins  59 secs ago,schedule,DAILY LEVELS WITH THE HIGHEST ACCURACY IN ALL SEGMENTS MORE INFORMATION PINGG ON WHTSZAP EiGHT 44549 TW0 056..
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",ksksl,schedule44 mins  43 secs ago,schedule,#Reliance Industries Ltd Chairman #MukeshAmbani expressed confidence in the company s future and asserted the group s potential to rank among the world s top 10 business conglomerates
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",sjm25,schedule2 hours  34 mins ago,schedule,no strength in RIL its like paper house
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",srinj4567,schedule7 hours  48 mins ago,schedule,ive consistently started investing in RIL 1.8yrs back starting at level of Rs2670. Seems it will touch that level this month.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",shaskris,schedule8 hours  22 mins ago,schedule,4800Rs Target for 2 years.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",BangJackpot,schedule9 hours  14 mins ago,schedule,"Positive Vibes See in Reliance Industries, RattanIndia Power,  Innova Cabtab, SBFC Finance, Future Consumer."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule22 hours  56 mins ago,schedule,"fpi investment in debt remained positive in all months of 2023 except in march, which experts attributed to year-end outflows."
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",kamal20,schedule22 hours  56 mins ago,schedule,"fpis pour rs 68,663 cr in debt instruments in 2023, turn positive after 3 years"
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",NKS-MNGLR,schedule9:50 AM Dec 22nd,schedule,All stocks have reached their peak and new 52 week high except Reliance it is still struggling to exist in the stock market. purely due to option traders. By any yard stick when all other stocks have made new highs this still dam cheap even at 3000. Only option traders make money in this. Retail investors are now become very smart no body invests in this as the return will be either negative or just below 1 perecnt.
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",plantplant,schedule9:02 AM Dec 22nd,schedule,aaj 2600 ke paar... reliance
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",Deepesh Tiwari,schedule8:51 AM Dec 22nd,schedule,"RIL intra day target si 2580. Buy in this oil to telecom business. Bullish views, "
https://mmb.moneycontrol.com//forum-topics/stocks/reliance-322.html,"reliance Forum Discussion on Market View, Business sectors,Stocks, Commodity, Personal Finance & More",nitish789,schedule11:28 PM Dec 21st,schedule,how many shares do you have of reliance? I have 300 shares
